2026-09-13T17:08:53Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:08:59Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:04Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:09Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:15Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:20Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:25Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:31Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:36Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:42Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:47Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:52Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:09:58Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:03Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:09Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:14Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:19Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:25Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:30Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:36Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:41Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:46Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:52Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:10:57Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:03Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:08Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:13Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:19Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:24Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:29Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:35Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:40Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:46Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:51Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:11:56Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:02Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:07Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:13Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:18Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:23Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:29Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:34Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:39Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:45Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:50Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:12:56Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:01Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:06Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:12Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:17Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:22Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:28Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:33Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:39Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:44Z,card0:71;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:49Z,card0:72;card1:71;card2:71;card3:71;card4:71;card5:71;card6:71;card7:71;
2026-09-13T17:13:55Z,card0:72;card1:72;card2:72;card3:72;card4:72;card5:72;card6:72;card7:72;
2026-09-13T17:14:00Z,card0:72;card1:72;card2:72;card3:72;card4:72;card5:72;card6:72;card7:72;
2026-09-13T17:14:06Z,card0:72;card1:72;card2:72;card3:72;card4:72;card5:72;card6:72;card7:72;
2026-09-13T17:14:11Z,card0:72;card1:72;card2:72;card3:72;card4:72;card5:72;card6:72;card7:72;
2026-09-13T17:14:16Z,card0:72;card1:72;card2:72;card3:72;card4:72;card5:72;card6:72;card7:72;
2026-09-13T17:14:22Z,card0:73;card1:73;card2:73;card3:73;card4:73;card5:73;card6:73;card7:73;
2026-09-13T17:14:27Z,card0:73;card1:73;card2:73;card3:73;card4:73;card5:73;card6:73;card7:73;
